Web Series,Positive,Negative,Neutral,Analysis,Status,EncodedStatus,numVotes,averageRating,rotten_Tomatoes
Rain Man,37,30,33,Go and Watch,Positive,1,4620,8.6,7.2
Seven Souls in the Skull Castle 2011,20,15,15,Go and Watch,Positive,1,2462,6.9,6.8
Tenacious D in The Pick of Destiny,13,13,70,You Decide,Neutral,2,5610,6.9,7.4
TIGER & BUNNY,30,13,57,You Decide,Neutral,2,2623,6.6,5.9
Bigfoot Family,37,23,40,You Decide,Neutral,2,5417,4.1,2.6
Captain Fantastic,80,13,7,Go and Watch,Positive,1,33712,7.2,5.1
Crazy About Her,30,60,10,Do not Watch,Negative,0,1496,8.7,7.7
Fuga,20,10,90,You Decide,Neutral,2,19404,8.3,6.7
Ginny & Georgia - The Afterparty,20,15,15,Go and Watch,Positive,1,1693,7.7,6.5
No Escape,23,70,7,Do not Watch,Negative,0,42842,8.5,7.4
Our Idiot Brother,20,63,17,Do not Watch,Negative,0,2325,8,7.9
The Girl on the Train,47,23,30,Go and Watch,Positive,1,100418,8.1,6.1
Tony Manero,37,7,57,Do not Watch,Negative,0,2592,7.7,5.6
Who Am I,53,33,13,Go and Watch,Positive,1,1003,6.3,5.7
El final del paraíso,13,37,50,You Decide,Neutral,2,21849,7.2,8.2
Geez & Ann,7,10,83,You Decide,Neutral,2,2229,8.4,4.8
Sin senos sí hay paraíso,3,97,15,Do not Watch,Negative,0,3594,7.2,8.1
The Last Bastion,37,40,23,Do not Watch,Negative,0,1279,7.5,8
Age of Samurai: Battle for Japan,7,7,15,Go and Watch,Positive,1,16317,7.9,6.2
"Blue, Painful, Fragile",3,17,15,Go and Watch,Positive,1,1093,4.7,8.1
Canine Intervention,13,3,17,Do not Watch,Negative,0,1089,7.1,8.2
Ginny & Georgia,20,20,60,You Decide,Neutral,2,2661,8.1,7.3
M8 - When Death Rescues Life,20,15,15,Go and Watch,Positive,1,4902,7.8,8.3
Two Sentence Horror Stories,17,80,3,Do not Watch,Negative,0,3266,6.4,5.2
Brian Regan: On the Rocks,3,15,15,Go and Watch,Positive,1,4935,7.4,6
Made You Look: A True Story About Fake Art,3,13,15,Go and Watch,Positive,1,1425,7.5,6.9
Pelé,10,27,63,You Decide,Neutral,2,1122,7.5,6.6
Red,27,17,57,You Decide,Neutral,2,1594,6.8,6.6
Zindagi in Short,20,15,7,You Decide,Neutral,2,8379,6.9,6.8
The Conjuring,37,13,50,You Decide,Neutral,2,46098,7.5,5.7
The Conjuring 2,23,30,47,You Decide,Neutral,2,3327,9.5,6.1
Vincenzo,17,17,67,You Decide,Neutral,2,8408,6.8,6.1
Classmates Minus,3,3,3,Go and Watch,Positive,1,5019,7.9,6.2
Fate: The Winx Saga - The Afterparty,3,15,15,Go and Watch,Positive,1,1369,7.7,5.3
Operation Finale,13,10,77,You Decide,Neutral,2,3216,7.3,8.1
Wave of Cinema: Surat dari Timur,20,15,15,Go and Watch,Positive,1,1617,7.9,7.6
I Care a Lot,63,33,3,Go and Watch,Positive,1,4788,8,7.1
Love,77,7,17,Go and Watch,Positive,1,3931,6.7,6.9
Perú: Tesoro escondido,20,15,7,You Decide,Neutral,2,5433,7.3,6.3
Pitta Kathalu,20,13,7,You Decide,Neutral,2,76906,7.6,7.4
Tribes of Europa,17,7,77,You Decide,Neutral,2,1364,7.1,7
Eeb Allay Ooo!,3,15,7,You Decide,Neutral,2,6541,7.5,7.8
"Hello, Me!",73,10,17,Go and Watch,Positive,1,3739,7.1,6.9
No Escape Room,47,53,15,Do not Watch,Negative,0,3671,8.3,5.6
Sisyphus,23,7,70,You Decide,Neutral,2,6532,7,7
Thus Spoke Kishibe Rohan,20,13,67,You Decide,Neutral,2,4955,7.3,8.2
Amend: The Fight for America,20,3,15,Do not Watch,Negative,0,10471,7.9,7.8
Behind Her Eyes,40,30,30,Go and Watch,Positive,1,1023,8.2,7.2
MeatEater,20,7,73,You Decide,Neutral,2,4767,8.8,8.7
The Most Unknown,47,30,23,Go and Watch,Positive,1,2418,8.3,7.3
Animals on the Loose: A You vs. Wild Movie,20,15,15,Go and Watch,Positive,1,120719,8.7,6.8
Awara Paagal Deewana,3,15,23,Go and Watch,Positive,1,1842,8,8
Good Girls,77,13,10,Go and Watch,Positive,1,1651,6.6,7.1
The Resurrection of Gavin Stone,20,15,15,Go and Watch,Positive,1,18521,7.2,6.6
Booba,27,7,67,Do not Watch,Negative,0,1049,8.2,7.3
"My Teacher, My Obsession",33,57,10,Do not Watch,Negative,0,2086,8,6.4
The Crew,43,13,43,Go and Watch,Positive,1,3604,8.3,6.3
Namaste Wahala,20,10,20,You Decide,Neutral,2,19240,8.3,7.4
Monsoon,23,10,67,You Decide,Neutral,2,9674,5.4,6.2
Buried by the Bernards,20,3,7,You Decide,Neutral,2,1039,6.7,6.3
Chappelle's Show,57,17,27,Go and Watch,Positive,1,4135,7.4,8.1
Hate by Dani Rovira,20,15,15,Go and Watch,Positive,1,1316,7.5,7.8
Mundina Nildana,20,15,15,Go and Watch,Positive,1,14192,7.4,7
Nadiya Bakes,10,15,17,You Decide,Neutral,2,9211,6.6,7.1
To All The Boys: Always And Forever,63,7,17,Do not Watch,Negative,0,1318,8,7.1
Xico's Journey,20,15,15,Go and Watch,Positive,1,2042,7,7
Capitani,10,17,73,You Decide,Neutral,2,2621,4.2,6
El Chema,3,27,70,You Decide,Neutral,2,8737,7.5,7.1
Growing up and other problems,30,10,3,Go and Watch,Positive,1,1437,8.1,7
Layla Majnun,3,3,93,You Decide,Neutral,2,10121,6.7,8.1
Middle of Nowhere,43,17,40,Go and Watch,Positive,1,17562,7.4,5.4
Red Dot,33,17,50,You Decide,Neutral,2,1110,7.1,7.7
Squared Love,73,7,20,Go and Watch,Positive,1,21512,6.8,8.1
This Is the Life,63,23,13,Go and Watch,Positive,1,4979,7.8,6.6
Crime Scene: The Vanishing at the Cecil Hotel,7,37,3,Go and Watch,Positive,1,2777,6.7,5.9
The Misadventures of Hedi and Cokeman,20,15,15,Go and Watch,Positive,1,5228,8.1,7.3
The World We Make,63,23,13,Go and Watch,Positive,1,1421,7,7.5
Five Came Back: The Reference Films,3,15,3,Go and Watch,Positive,1,54284,8.5,7.2
ICarly,23,20,57,You Decide,Neutral,2,3825,5.5,7.6
War Dogs,27,67,7,You Decide,Neutral,2,2607,4,5.3
Monster Run,63,27,10,Go and Watch,Positive,1,1365,6.5,6.6
The Sinner,10,3,87,You Decide,Neutral,2,1101,6.2,8.4
Blanche Gardin: I talk to myself,20,15,15,Go and Watch,Positive,1,18715,8.3,8.6
Doob: No Bed of Roses,20,15,15,Go and Watch,Positive,1,102306,8.7,5.1
Hache,10,20,70,You Decide,Neutral,2,3621,8.1,4.7
Invisible City,43,13,43,Go and Watch,Positive,1,3486,6.8,6.3
